stage,pose_ix,prev_stamp,curr_stamp,prev_frame_index,curr_frame_index,gap,residual_deg,alpha,alpha_base,row_scale,confidence,applied,reason
frontend,5,4.0,5.0,4,5,1,0.23514264302890642,0.0007561174631118775,0.002,1.0,0.3780587315559387,1,ok
frontend,6,5.0,10.0,5,10,5,1.134321522321894,0.0007780089974403382,0.002,1.0,0.38900449872016907,1,ok
frontend,7,10.0,11.0,10,11,1,0.22101613379444374,0.0007529018521308899,0.002,1.0,0.37645092606544495,1,ok
frontend,8,11.0,12.0,11,12,1,0.23227321944554757,0.0008345219492912292,0.002,1.0,0.4172609746456146,1,ok
frontend,1,0.0,1.0,0,1,1,0.24444460324276332,0.000789047122001648,0.002,1.0,0.394523561000824,1,ok
frontend,2,1.0,2.0,1,2,1,0.24175916735109787,0.0011510565280914307,0.002,1.0,0.5755282640457153,1,ok
frontend,3,2.0,3.0,2,3,1,0.22580274777341616,0.0011602444648742675,0.002,1.0,0.5801222324371338,1,ok
frontend,4,3.0,4.0,3,4,1,0.23024240071296345,0.0012626358270645141,0.002,1.0,0.6313179135322571,1,ok
frontend,5,4.0,5.0,4,5,1,0.23599983670494779,0.0009401213526725769,0.002,1.0,0.47006067633628845,1,ok
frontend,6,5.0,11.0,5,11,6,1.350983091300616,0.0009686251878738404,0.002,1.0,0.48431259393692017,1,ok
frontend,7,11.0,12.0,11,12,1,0.24407463897598677,0.001040289282798767,0.002,1.0,0.5201446413993835,1,ok
frontend,8,12.0,13.0,12,13,1,0.2810754284700565,0.0014741082191467286,0.002,1.0,0.7370541095733643,1,ok
frontend,1,0.0,1.0,0,1,1,0.2269088428918836,0.0007684921026229858,0.002,1.0,0.3842460513114929,1,ok
frontend,2,1.0,2.0,1,2,1,0.23798122616780285,0.0008158130645751953,0.002,1.0,0.40790653228759766,1,ok
frontend,3,2.0,3.0,2,3,1,0.22619135955421588,0.0008548511266708375,0.002,1.0,0.4274255633354187,1,ok
frontend,4,3.0,4.0,3,4,1,0.228693023847583,0.0008614959716796875,0.002,1.0,0.43074798583984375,1,ok
frontend,5,4.0,5.0,4,5,1,0.23551257462154182,0.0007746851444244384,0.002,1.0,0.38734257221221924,1,ok
frontend,6,5.0,11.0,5,11,6,1.3522379228668284,0.0007872492671012879,0.002,1.0,0.3936246335506439,1,ok
frontend,7,11.0,12.0,11,12,1,0.2396360927842787,0.000825205147266388,0.002,1.0,0.41260257363319397,1,ok
frontend,8,12.0,13.0,12,13,1,0.24473453520343916,0.0008841059803962707,0.002,1.0,0.4420529901981354,1,ok
frontend,1,0.0,1.0,0,1,1,0.2197557805584382,0.0007581167817115784,0.002,1.0,0.3790583908557892,1,ok
frontend,2,1.0,2.0,1,2,1,0.23700893089731628,0.0007727893590927125,0.002,1.0,0.3863946795463562,1,ok
frontend,3,2.0,3.0,2,3,1,0.22765858091044025,0.0007952503561973571,0.002,1.0,0.3976251780986786,1,ok
frontend,4,3.0,4.0,3,4,1,0.22919804913715505,0.0007975884079933167,0.002,1.0,0.3987942039966583,1,ok
frontend,5,4.0,5.0,4,5,1,0.23407891112791263,0.0007509183287620544,0.002,1.0,0.3754591643810272,1,ok
frontend,6,5.0,11.0,5,11,6,1.3520546204754913,0.0007574537992477417,0.002,1.0,0.37872689962387085,1,ok
frontend,7,11.0,12.0,11,12,1,0.23886553397043278,0.0007828826904296875,0.002,1.0,0.39144134521484375,1,ok
frontend,8,12.0,13.0,12,13,1,0.23487510232016715,0.0008025565147399903,0.002,1.0,0.4012782573699951,1,ok
frontend,1,0.0,1.0,0,1,1,0.2178874878218321,0.0010749610662460327,0.002,1.0,0.5374805331230164,1,ok
frontend,2,1.0,2.0,1,2,1,0.2380172037518879,0.0007718039751052856,0.002,1.0,0.3859019875526428,1,ok
frontend,3,2.0,3.0,2,3,1,0.22619413510668884,0.0010269832611083986,0.002,1.0,0.5134916305541992,1,ok
frontend,4,3.0,4.0,3,4,1,0.23047132608452411,0.000782039225101471,0.002,1.0,0.3910196125507355,1,ok
frontend,5,4.0,5.0,4,5,1,0.23328018297749076,0.0009155268669128418,0.002,1.0,0.4577634334564209,1,ok
frontend,6,5.0,12.0,5,12,7,1.5854238401353864,0.0008826130032539368,0.002,1.0,0.4413065016269684,1,ok
frontend,7,12.0,13.0,12,13,1,0.23212251083466706,0.0008982458114624024,0.002,1.0,0.44912290573120117,1,ok
frontend,8,13.0,14.0,13,14,1,0.24496472362963026,0.0014494686126708984,0.002,1.0,0.7247343063354492,1,ok
frontend,1,0.0,1.0,0,1,1,0.21728810583343822,0.0008213087320327758,0.002,1.0,0.41065436601638794,1,ok
frontend,2,1.0,2.0,1,2,1,0.238103641825679,0.0007585874199867249,0.002,1.0,0.3792937099933624,1,ok
frontend,3,2.0,3.0,2,3,1,0.2285556913234467,0.0007908270955085755,0.002,1.0,0.3954135477542877,1,ok
frontend,4,3.0,4.0,3,4,1,0.22895538933208465,0.0007642848491668701,0.002,1.0,0.38214242458343506,1,ok
frontend,5,4.0,5.0,4,5,1,0.23391798914473055,0.0007758240699768066,0.002,1.0,0.3879120349884033,1,ok
frontend,6,5.0,12.0,5,12,7,1.5843394364715375,0.000783334493637085,0.002,1.0,0.3916672468185425,1,ok
frontend,7,12.0,13.0,12,13,1,0.2283483139601837,0.0007807421684265137,0.002,1.0,0.39037108421325684,1,ok
frontend,8,13.0,14.0,13,14,1,0.2345447188488751,0.0009123557209968567,0.002,1.0,0.45617786049842834,1,ok
frontend,1,0.0,1.0,0,1,1,0.2163654740785192,0.0007778869271278381,0.002,1.0,0.38894346356391907,1,ok
frontend,2,1.0,2.0,1,2,1,0.23732636154005068,0.0007858378887176514,0.002,1.0,0.3929189443588257,1,ok
frontend,3,2.0,3.0,2,3,1,0.2290912908313532,0.0007522431612014771,0.002,1.0,0.3761215806007385,1,ok
frontend,4,3.0,4.0,3,4,1,0.22831555311391583,0.0007620615363121033,0.002,1.0,0.38103076815605164,1,ok
frontend,5,4.0,5.0,4,5,1,0.2358432363502044,0.0007527970671653748,0.002,1.0,0.3763985335826874,1,ok
frontend,6,5.0,12.0,5,12,7,1.5852179870247374,0.0007648932933807373,0.002,1.0,0.38244664669036865,1,ok
frontend,7,12.0,13.0,12,13,1,0.23555206331424902,0.0007690054774284363,0.002,1.0,0.38450273871421814,1,ok
frontend,8,13.0,14.0,13,14,1,0.22860277564743858,0.0008225809931755066,0.002,1.0,0.4112904965877533,1,ok
frontend,1,0.0,1.0,0,1,1,0.2730947774990055,0.000780036747455597,0.002,1.0,0.39001837372779846,1,ok
frontend,2,1.0,2.0,1,2,1,0.24154706654527416,0.0011571121215820312,0.002,1.0,0.5785560607910156,1,ok
frontend,3,2.0,3.0,2,3,1,0.22477528981194178,0.0011483654975891113,0.002,1.0,0.5741827487945557,1,ok
frontend,4,3.0,4.0,3,4,1,0.23711709902538167,0.0012608121633529664,0.002,1.0,0.6304060816764832,1,ok
frontend,5,4.0,5.0,4,5,1,0.22885882578319117,0.0010331543684005738,0.002,1.0,0.5165771842002869,1,ok
frontend,6,5.0,13.0,5,13,8,1.8204924507572429,0.0009744594693183899,0.002,1.0,0.48722973465919495,1,ok
frontend,7,13.0,14.0,13,14,1,0.23935479187666742,0.001033660650253296,0.002,1.0,0.516830325126648,1,ok
frontend,8,14.0,15.0,14,15,1,0.3631467914886353,0.0014682823419570924,0.002,1.0,0.7341411709785461,1,ok
frontend,1,0.0,1.0,0,1,1,0.22608706703008918,0.0007588149309158325,0.002,1.0,0.37940746545791626,1,ok
frontend,2,1.0,2.0,1,2,1,0.23730970176476543,0.0007905442118644714,0.002,1.0,0.3952721059322357,1,ok
frontend,3,2.0,3.0,2,3,1,0.22570625273815031,0.0008510292768478394,0.002,1.0,0.4255146384239197,1,ok
frontend,4,3.0,4.0,3,4,1,0.22915440544583773,0.0008379929661750794,0.002,1.0,0.4189964830875397,1,ok
frontend,5,4.0,5.0,4,5,1,0.23351690214980883,0.0007862284779548645,0.002,1.0,0.39311423897743225,1,ok
frontend,6,5.0,13.0,5,13,8,1.8176496350839335,0.0007847923040390015,0.002,1.0,0.39239615201950073,1,ok
frontend,7,13.0,14.0,13,14,1,0.23069159104202475,0.0008088998794555664,0.002,1.0,0.4044499397277832,1,ok
frontend,8,14.0,15.0,14,15,1,0.23244608357631283,0.0008294678330421448,0.002,1.0,0.4147339165210724,1,ok
frontend,1,0.0,1.0,0,1,1,0.22604870851412195,0.0007525237798690796,0.002,1.0,0.3762618899345398,1,ok
frontend,2,1.0,2.0,1,2,1,0.23776507994930376,0.0007477219104766846,0.002,1.0,0.3738609552383423,1,ok
frontend,3,2.0,3.0,2,3,1,0.2264521915627921,0.0007936536073684693,0.002,1.0,0.3968268036842346,1,ok
frontend,4,3.0,4.0,3,4,1,0.22961826208401,0.0007790527343750001,0.002,1.0,0.3895263671875,1,ok
frontend,5,4.0,5.0,4,5,1,0.23357160767311774,0.0007551857829093934,0.002,1.0,0.37759289145469666,1,ok
frontend,6,5.0,13.0,5,13,8,1.8167714368983618,0.0007529595494270325,0.002,1.0,0.37647977471351624,1,ok
frontend,7,13.0,14.0,13,14,1,0.2306930865007621,0.0007733346819877625,0.002,1.0,0.3866673409938812,1,ok
frontend,8,14.0,15.0,14,15,1,0.23288550057273513,0.0007520896792411804,0.002,1.0,0.3760448396205902,1,ok
frontend,1,0.0,1.0,0,1,1,0.22354769366757132,0.001053084135055542,0.002,1.0,0.526542067527771,1,ok
frontend,2,1.0,2.0,1,2,1,0.23913860470469475,0.0007625846862792969,0.002,1.0,0.38129234313964844,1,ok
frontend,3,2.0,3.0,2,3,1,0.22731689575274316,0.001016807794570923,0.002,1.0,0.5084038972854614,1,ok
frontend,4,3.0,4.0,3,4,1,0.22752801396319433,0.0007838295698165894,0.002,1.0,0.3919147849082947,1,ok
frontend,5,4.0,5.0,4,5,1,0.2352143076350508,0.000999360501766205,0.002,1.0,0.4996802508831024,1,ok
frontend,6,5.0,14.0,5,14,9,2.046079668280364,0.0008855841159820557,0.002,1.0,0.44279205799102783,1,ok
frontend,7,14.0,15.0,14,15,1,0.24241953435142308,0.0008908281922340393,0.002,1.0,0.44541409611701965,1,ok
frontend,8,15.0,16.0,15,16,1,0.2189769576668216,0.0014437912702560424,0.002,1.0,0.7218956351280212,1,ok
frontend,1,0.0,1.0,0,1,1,0.22679564352505296,0.0008180462121963501,0.002,1.0,0.40902310609817505,1,ok
frontend,2,1.0,2.0,1,2,1,0.2379829000029033,0.0007515892982482911,0.002,1.0,0.3757946491241455,1,ok
frontend,3,2.0,3.0,2,3,1,0.2273536135790346,0.0007969087362289429,0.002,1.0,0.39845436811447144,1,ok
frontend,4,3.0,4.0,3,4,1,0.22714616925067838,0.0007677862644195557,0.002,1.0,0.38389313220977783,1,ok
frontend,5,4.0,5.0,4,5,1,0.23557670426526162,0.0008139684796333313,0.002,1.0,0.40698423981666565,1,ok
frontend,6,5.0,14.0,5,14,9,2.043925766288606,0.0007850406765937805,0.002,1.0,0.39252033829689026,1,ok
frontend,7,14.0,15.0,14,15,1,0.24100005135882438,0.0007631275653839112,0.002,1.0,0.38156378269195557,1,ok
frontend,8,15.0,16.0,15,16,1,0.22065841863755414,0.0009218761324882507,0.002,1.0,0.46093806624412537,1,ok
frontend,1,0.0,1.0,0,1,1,0.2259889600186624,0.0007763164043426514,0.002,1.0,0.3881582021713257,1,ok
frontend,2,1.0,2.0,1,2,1,0.23772322036079102,0.0007571848630905151,0.002,1.0,0.37859243154525757,1,ok
frontend,3,2.0,3.0,2,3,1,0.2282583084868026,0.0007595478296279907,0.002,1.0,0.37977391481399536,1,ok
frontend,4,3.0,4.0,3,4,1,0.22593686791239045,0.0007608640193939209,0.002,1.0,0.38043200969696045,1,ok
frontend,5,4.0,5.0,4,5,1,0.23606269846143374,0.0007819885611534119,0.002,1.0,0.39099428057670593,1,ok
frontend,6,5.0,14.0,5,14,9,2.045692850941421,0.0007619943618774414,0.002,1.0,0.3809971809387207,1,ok
frontend,7,14.0,15.0,14,15,1,0.23520091173060256,0.0007392538189888001,0.002,1.0,0.3696269094944,1,ok
frontend,8,15.0,16.0,15,16,1,0.22080221756989435,0.0008309223055839539,0.002,1.0,0.41546115279197693,1,ok
frontend,1,0.0,1.0,0,1,1,0.2137265071736444,0.0007799059152603149,0.002,1.0,0.38995295763015747,1,ok
frontend,2,1.0,2.0,1,2,1,0.23592161529800765,0.0011451191902160645,0.002,1.0,0.5725595951080322,1,ok
frontend,3,2.0,3.0,2,3,1,0.22833902539575926,0.0011628026962280274,0.002,1.0,0.5814013481140137,1,ok
frontend,4,3.0,4.0,3,4,1,0.22326693538983478,0.0012593318223953248,0.002,1.0,0.6296659111976624,1,ok
frontend,5,4.0,5.0,4,5,1,0.23694303748992945,0.001032098889350891,0.002,1.0,0.5160494446754456,1,ok
frontend,6,5.0,15.0,5,15,10,2.2803692699403184,0.0009576942324638367,0.002,1.0,0.47884711623191833,1,ok
frontend,7,15.0,16.0,15,16,1,0.21802662676272216,0.0010384497642517091,0.002,1.0,0.5192248821258545,1,ok
frontend,8,16.0,17.0,16,17,1,0.27547810670115963,0.0014657840728759767,0.002,1.0,0.7328920364379883,1,ok
frontend,1,0.0,1.0,0,1,1,0.22378937261818158,0.0007553066015243531,0.002,1.0,0.3776533007621765,1,ok
frontend,2,1.0,2.0,1,2,1,0.23973486789054688,0.0007516770958900452,0.002,1.0,0.3758385479450226,1,ok
frontend,3,2.0,3.0,2,3,1,0.22619945700204025,0.0008576254844665528,0.002,1.0,0.42881274223327637,1,ok
frontend,4,3.0,4.0,3,4,1,0.22927906815362353,0.0008150315284729004,0.002,1.0,0.4075157642364502,1,ok
frontend,5,4.0,5.0,4,5,1,0.23405702880184406,0.000768070638179779,0.002,1.0,0.3840353190898895,1,ok
frontend,6,5.0,15.0,5,15,10,2.284475390879414,0.0007617198824882508,0.002,1.0,0.38085994124412537,1,ok
frontend,7,15.0,16.0,15,16,1,0.22886733264977202,0.0008048782348632812,0.002,1.0,0.4024391174316406,1,ok
frontend,8,16.0,17.0,16,17,1,0.2136405519138048,0.000760673463344574,0.002,1.0,0.380336731672287,1,ok
frontend,1,0.0,1.0,0,1,1,0.21535793070280568,0.0007461598515510559,0.002,1.0,0.37307992577552795,1,ok
frontend,2,1.0,2.0,1,2,1,0.2373575874247853,0.0007696774005889893,0.002,1.0,0.38483870029449463,1,ok
frontend,3,2.0,3.0,2,3,1,0.2276808454428235,0.0008008763194084168,0.002,1.0,0.4004381597042084,1,ok
frontend,4,3.0,4.0,3,4,1,0.22843234435319168,0.0007887486815452575,0.002,1.0,0.3943743407726288,1,ok
frontend,5,4.0,5.0,4,5,1,0.23410163593537658,0.0007704930305480958,0.002,1.0,0.38524651527404785,1,ok
frontend,6,5.0,15.0,5,15,10,2.2821531239572637,0.0007462496757507324,0.002,1.0,0.3731248378753662,1,ok
frontend,7,15.0,16.0,15,16,1,0.2151494965169998,0.0007779285311698914,0.002,1.0,0.3889642655849457,1,ok
frontend,8,16.0,17.0,16,17,1,0.2402031314370694,0.0007718527913093568,0.002,1.0,0.38592639565467834,1,ok
frontend,1,0.0,1.0,0,1,1,0.22361177944862123,0.0011327660083770752,0.002,1.0,0.5663830041885376,1,ok
frontend,2,1.0,2.0,1,2,1,0.23760826377986013,0.0008222152590751648,0.002,1.0,0.4111076295375824,1,ok
frontend,3,2.0,3.0,2,3,1,0.22784281099454579,0.0011262205839157105,0.002,1.0,0.5631102919578552,1,ok
frontend,4,3.0,4.0,3,4,1,0.22936252556575207,0.0008064987659454346,0.002,1.0,0.4032493829727173,1,ok
frontend,5,4.0,5.0,4,5,1,0.23281193987086085,0.0010401699542999267,0.002,1.0,0.5200849771499634,1,ok
frontend,6,5.0,16.0,5,16,11,2.491301111083284,0.0008913374543190002,0.002,1.0,0.4456687271595001,1,ok
frontend,7,16.0,17.0,16,17,1,0.23724214014409797,0.0009204860329627991,0.002,1.0,0.46024301648139954,1,ok
frontend,8,17.0,18.0,17,18,1,0.23808036232703245,0.0015337997674942016,0.002,1.0,0.7668998837471008,1,ok
frontend,1,0.0,1.0,0,1,1,0.22367737245625652,0.0008384519815444946,0.002,1.0,0.4192259907722473,1,ok
frontend,2,1.0,2.0,1,2,1,0.23662022988065237,0.0007735520601272584,0.002,1.0,0.38677603006362915,1,ok
frontend,3,2.0,3.0,2,3,1,0.22864804049357945,0.000836766004562378,0.002,1.0,0.41838300228118896,1,ok
frontend,4,3.0,4.0,3,4,1,0.22869040631106508,0.0007704826593399048,0.002,1.0,0.3852413296699524,1,ok
frontend,5,4.0,5.0,4,5,1,0.23352944572368142,0.0008289177417755127,0.002,1.0,0.41445887088775635,1,ok
frontend,6,5.0,16.0,5,16,11,2.496418898791383,0.0007796615958213806,0.002,1.0,0.3898307979106903,1,ok
frontend,7,16.0,17.0,16,17,1,0.24027718556392005,0.0007754818797111511,0.002,1.0,0.38774093985557556,1,ok
frontend,8,17.0,18.0,17,18,1,0.23516471341784675,0.0009554826617240906,0.002,1.0,0.4777413308620453,1,ok
frontend,1,0.0,1.0,0,1,1,0.22367515276113742,0.0007834963202476502,0.002,1.0,0.3917481601238251,1,ok
frontend,2,1.0,2.0,1,2,1,0.23687492435214888,0.0007629475593566895,0.002,1.0,0.3814737796783447,1,ok
frontend,3,2.0,3.0,2,3,1,0.22910884013085306,0.000780304491519928,0.002,1.0,0.390152245759964,1,ok
frontend,4,3.0,4.0,3,4,1,0.22858088256115627,0.0007573394179344178,0.002,1.0,0.37866970896720886,1,ok
frontend,5,4.0,5.0,4,5,1,0.23353643302526647,0.0007892702221870422,0.002,1.0,0.3946351110935211,1,ok
frontend,6,5.0,16.0,5,16,11,2.4982502642611695,0.0007539328932762146,0.002,1.0,0.3769664466381073,1,ok
frontend,7,16.0,17.0,16,17,1,0.24448790536520257,0.0007504992485046387,0.002,1.0,0.37524962425231934,1,ok
frontend,8,17.0,18.0,17,18,1,0.23363449593772967,0.0008501041531562805,0.002,1.0,0.42505207657814026,1,ok
frontend,1,0.0,1.0,0,1,1,0.09334432418653678,0.0008077224493026734,0.002,1.0,0.40386122465133667,1,ok
frontend,2,1.0,2.0,1,2,1,0.21540671808389678,0.0011576168537139892,0.002,1.0,0.5788084268569946,1,ok
frontend,3,2.0,3.0,2,3,1,0.2444057453091294,0.0011818081140518189,0.002,1.0,0.5909040570259094,1,ok
frontend,4,3.0,4.0,3,4,1,0.19924090982812517,0.0012680476903915406,0.002,1.0,0.6340238451957703,1,ok
frontend,5,4.0,5.0,4,5,1,0.24622059614888592,0.0010451380014419556,0.002,1.0,0.5225690007209778,1,ok
frontend,6,5.0,17.0,5,17,12,2.7329591297712743,0.0009676821827888489,0.002,1.0,0.48384109139442444,1,ok
frontend,7,17.0,18.0,17,18,1,0.2117123679747757,0.0010548391342163085,0.002,1.0,0.5274195671081543,1,ok
frontend,8,18.0,19.0,18,19,1,0.1434754727552536,0.0014639258384704591,0.002,1.0,0.7319629192352295,1,ok
frontend,1,0.0,1.0,0,1,1,0.21356375467855476,0.0007836569547653198,0.002,1.0,0.3918284773826599,1,ok
frontend,2,1.0,2.0,1,2,1,0.2373217200626496,0.0007776330709457397,0.002,1.0,0.3888165354728699,1,ok
frontend,3,2.0,3.0,2,3,1,0.22939144860635574,0.0008786730766296387,0.002,1.0,0.43933653831481934,1,ok
frontend,4,3.0,4.0,3,4,1,0.22991387007928016,0.0008334667682647705,0.002,1.0,0.41673338413238525,1,ok
frontend,5,4.0,5.0,4,5,1,0.23276988220262534,0.0007863988280296326,0.002,1.0,0.3931994140148163,1,ok
frontend,6,5.0,17.0,5,17,12,2.7365610323070806,0.0007661141753196717,0.002,1.0,0.3830570876598358,1,ok
frontend,7,17.0,18.0,17,18,1,0.23789407699136295,0.0008233778476715089,0.002,1.0,0.4116889238357544,1,ok
frontend,8,18.0,19.0,18,19,1,0.18144927744535594,0.0007801870703697205,0.002,1.0,0.39009353518486023,1,ok
frontend,1,0.0,1.0,0,1,1,0.22820820751670792,0.0007720165252685547,0.002,1.0,0.38600826263427734,1,ok
frontend,2,1.0,2.0,1,2,1,0.23801552442496862,0.0007810835838317871,0.002,1.0,0.39054179191589355,1,ok
frontend,3,2.0,3.0,2,3,1,0.22861325836348892,0.0008168329596519471,0.002,1.0,0.4084164798259735,1,ok
frontend,4,3.0,4.0,3,4,1,0.23277669115827024,0.0007952378392219544,0.002,1.0,0.3976189196109772,1,ok
frontend,5,4.0,5.0,4,5,1,0.23153962646348955,0.0007815845012664795,0.002,1.0,0.39079225063323975,1,ok
frontend,6,5.0,17.0,5,17,12,2.7389325820797676,0.0007519774436950683,0.002,1.0,0.3759887218475342,1,ok
frontend,7,17.0,18.0,17,18,1,0.23274751658047427,0.0007908861637115479,0.002,1.0,0.3954430818557739,1,ok
frontend,8,18.0,19.0,18,19,1,0.24633858026104175,0.0007771499156951904,0.002,1.0,0.3885749578475952,1,ok
frontend,1,0.0,1.0,0,1,1,0.22320190256574032,0.0011558452844619752,0.002,1.0,0.5779226422309875,1,ok
frontend,2,1.0,2.0,1,2,1,0.238160897083346,0.0008199117183685303,0.002,1.0,0.40995585918426514,1,ok
frontend,3,2.0,3.0,2,3,1,0.22849171728932155,0.0011549334526062011,0.002,1.0,0.5774667263031006,1,ok
frontend,4,3.0,4.0,3,4,1,0.22916204759537093,0.0008039180636405945,0.002,1.0,0.40195903182029724,1,ok
frontend,5,4.0,5.0,4,5,1,0.2341169757793018,0.0010475633144378662,0.002,1.0,0.5237816572189331,1,ok
frontend,6,5.0,18.0,5,18,13,2.9646933410458365,0.0009066384434700013,0.002,1.0,0.4533192217350006,1,ok
frontend,7,18.0,19.0,18,19,1,0.22974964701019818,0.0009102159142494202,0.002,1.0,0.4551079571247101,1,ok
frontend,8,19.0,20.0,19,20,1,0.2343908103780885,0.0015496981143951415,0.002,1.0,0.7748490571975708,1,ok
frontend,1,0.0,1.0,0,1,1,0.2240346594661889,0.000858329176902771,0.002,1.0,0.4291645884513855,1,ok
frontend,2,1.0,2.0,1,2,1,0.23745278624441885,0.0007817364931106568,0.002,1.0,0.39086824655532837,1,ok
frontend,3,2.0,3.0,2,3,1,0.2291671741763645,0.0008591561913490295,0.002,1.0,0.42957809567451477,1,ok
frontend,4,3.0,4.0,3,4,1,0.22825866822149787,0.0007753182053565979,0.002,1.0,0.38765910267829895,1,ok
frontend,5,4.0,5.0,4,5,1,0.23472447910014665,0.0008371576666831971,0.002,1.0,0.4185788333415985,1,ok
frontend,6,5.0,18.0,5,18,13,2.9661120977344337,0.0007966439723968506,0.002,1.0,0.3983219861984253,1,ok
frontend,7,18.0,19.0,18,19,1,0.22532459248235695,0.0007811250686645509,0.002,1.0,0.3905625343322754,1,ok
frontend,8,19.0,20.0,19,20,1,0.2354748441684233,0.0009605493545532227,0.002,1.0,0.48027467727661133,1,ok
frontend,1,0.0,1.0,0,1,1,0.22481901789141284,0.0008048509359359741,0.002,1.0,0.40242546796798706,1,ok
frontend,2,1.0,2.0,1,2,1,0.23749931461027116,0.0007681418657302857,0.002,1.0,0.3840709328651428,1,ok
frontend,3,2.0,3.0,2,3,1,0.22943893245683314,0.0008044137954711914,0.002,1.0,0.4022068977355957,1,ok
frontend,4,3.0,4.0,3,4,1,0.22865340962803657,0.0007604374289512635,0.002,1.0,0.3802187144756317,1,ok
frontend,5,4.0,5.0,4,5,1,0.23410731451804487,0.0007957181930541992,0.002,1.0,0.3978590965270996,1,ok
frontend,6,5.0,18.0,5,18,13,2.9665473456211626,0.0007720280289649963,0.002,1.0,0.38601401448249817,1,ok
frontend,7,18.0,19.0,18,19,1,0.22619622058675715,0.0007482199668884278,0.002,1.0,0.37410998344421387,1,ok
frontend,8,19.0,20.0,19,20,1,0.2377745258802157,0.0008562126159667968,0.002,1.0,0.42810630798339844,1,ok
frontend,1,0.0,1.0,0,1,1,0.12232739931586886,0.0008160144686698914,0.002,1.0,0.4080072343349457,1,ok
frontend,2,1.0,2.0,1,2,1,0.22364543867009662,0.0011597112417221069,0.002,1.0,0.5798556208610535,1,ok
frontend,3,2.0,3.0,2,3,1,0.2370613708481354,0.0011889615058898926,0.002,1.0,0.5944807529449463,1,ok
frontend,4,3.0,4.0,3,4,1,0.19881118630149416,0.0012770049571990967,0.002,1.0,0.6385024785995483,1,ok
frontend,5,4.0,5.0,4,5,1,0.25224069856599224,0.001045852303504944,0.002,1.0,0.5229261517524719,1,ok
frontend,6,5.0,19.0,5,19,14,3.186913397509819,0.0009694916605949402,0.002,1.0,0.4847458302974701,1,ok
frontend,7,19.0,20.0,19,20,1,0.21557832375728564,0.0010630178451538086,0.002,1.0,0.5315089225769043,1,ok
frontend,8,20.0,21.0,20,21,1,0.2579476374042123,0.001468260645866394,0.002,1.0,0.734130322933197,1,ok
frontend,1,0.0,1.0,0,1,1,0.22542743354305353,0.0007932366132736206,0.002,1.0,0.3966183066368103,1,ok
frontend,2,1.0,2.0,1,2,1,0.24022167383907495,0.000745776891708374,0.002,1.0,0.372888445854187,1,ok
frontend,3,2.0,3.0,2,3,1,0.2266317696477069,0.0008852117061614991,0.002,1.0,0.4426058530807495,1,ok
frontend,4,3.0,4.0,3,4,1,0.23067891751812042,0.0008145432472229004,0.002,1.0,0.4072716236114502,1,ok
frontend,5,4.0,5.0,4,5,1,0.2332197412781427,0.0007650850415229797,0.002,1.0,0.38254252076148987,1,ok
frontend,6,5.0,19.0,5,19,14,3.191129800903358,0.0007598943114280701,0.002,1.0,0.37994715571403503,1,ok
frontend,7,19.0,20.0,19,20,1,0.24637196003749845,0.0008192066550254822,0.002,1.0,0.4096033275127411,1,ok
frontend,8,20.0,21.0,20,21,1,0.2202656323349657,0.0007337461113929749,0.002,1.0,0.3668730556964874,1,ok
frontend,1,0.0,1.0,0,1,1,0.2100574702598284,0.0007807871103286744,0.002,1.0,0.39039355516433716,1,ok
frontend,2,1.0,2.0,1,2,1,0.23789651869455714,0.0007601417899131775,0.002,1.0,0.38007089495658875,1,ok
frontend,3,2.0,3.0,2,3,1,0.22798833656852097,0.0008241161108016968,0.002,1.0,0.4120580554008484,1,ok
frontend,4,3.0,4.0,3,4,1,0.23035710363592066,0.0007845675945281983,0.002,1.0,0.3922837972640991,1,ok
frontend,5,4.0,5.0,4,5,1,0.2326458833665084,0.0007659625411033631,0.002,1.0,0.3829812705516815,1,ok
frontend,6,5.0,19.0,5,19,14,3.1913421317700243,0.0007478327751159668,0.002,1.0,0.3739163875579834,1,ok
frontend,7,19.0,20.0,19,20,1,0.23411131134255955,0.0007906904220581055,0.002,1.0,0.39534521102905273,1,ok
frontend,8,20.0,21.0,20,21,1,0.2210698233478791,0.0007533788084983826,0.002,1.0,0.3766894042491913,1,ok
frontend,1,0.0,1.0,0,1,1,0.22400617932165823,0.0011568492650985717,0.002,1.0,0.5784246325492859,1,ok
frontend,2,1.0,2.0,1,2,1,0.2396002881198787,0.0008163186311721802,0.002,1.0,0.4081593155860901,1,ok
frontend,3,2.0,3.0,2,3,1,0.2255955296427481,0.001156875729560852,0.002,1.0,0.578437864780426,1,ok
frontend,4,3.0,4.0,3,4,1,0.23260078572990175,0.0008087459802627563,0.002,1.0,0.4043729901313782,1,ok
frontend,5,4.0,5.0,4,5,1,0.23115578202710996,0.0010441685914993287,0.002,1.0,0.5220842957496643,1,ok
frontend,6,5.0,20.0,5,20,15,3.41769309376264,0.0009126841425895691,0.002,1.0,0.45634207129478455,1,ok
frontend,7,20.0,21.0,20,21,1,0.235922341941644,0.0009163182377815247,0.002,1.0,0.45815911889076233,1,ok
frontend,8,21.0,22.0,21,22,1,0.223953020547393,0.0015433366298675537,0.002,1.0,0.7716683149337769,1,ok
frontend,1,0.0,1.0,0,1,1,0.2214337250370337,0.0008585795164108277,0.002,1.0,0.4292897582054138,1,ok
